balance,lw_rev_total,lw_rev_phase,leaderboard_position_chems_all,leaderboard_position_chems_week,leaderboard_position_police_all,leaderboard_position_police_week,mcmmo_power_level,mcmmo_skill_ACROBATICS,mcmmo_skill_ALCHEMY,mcmmo_skill_ARCHERY,mcmmo_skill_AXES,mcmmo_skill_CROSSBOWS,mcmmo_skill_EXCAVATION,mcmmo_skill_FISHING,mcmmo_skill_HERBALISM,mcmmo_skill_MACES,mcmmo_skill_MINING,mcmmo_skill_REPAIR,mcmmo_skill_SALVAGE,mcmmo_skill_SMELTING,mcmmo_skill_SWORDS,mcmmo_skill_TAMING,mcmmo_skill_TRIDENTS,mcmmo_skill_UNARMED,mcmmo_skill_WOODCUTTING,chemrank,policerank,donorrank,goldrank,current_month_votes,plan_player_time_total_raw,plan_player_time_month_raw,plan_player_time_week_raw,plan_player_time_day_raw,plan_player_time_afk_raw,plan_player_latest_session_length_raw,plan_player_favorite_server,plan_player_lastseen,plan_player_sessions_count,plan_player_relativePlaytime_totalmonth,plan_player_relativePlaytime_weekmonth,plan_player_relativePlaytime_dayweek,balance_change,lw_rev_total_change,lw_rev_phase_change,leaderboard_position_chems_all_change,leaderboard_position_chems_week_change,leaderboard_position_police_all_change,leaderboard_position_police_week_change,chemrank_change,policerank_change,donorrank_change,goldrank_change,churn
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,177000.0,177000.0,0.0,0.0,0.0,177000.0,Spawn,1137561.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,80818.0,0.0,0.0,0.0,0.0,80818.0,Spawn,7983741.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,420430.0,420430.0,420430.0,0.0,0.0,420430.0,Spawn,84300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10455.6,1136021.0,755052.0,49.0,0.0,20.0,0.0,8834, 1513, 227, 2, 463, 0, 374, 561, 2037, 6, 1889, 32, 296, 960, 1498, 0, 0, 167, 65,0.0,0.0,4.0,0.0,0.0,1593910387.0,0.0,0.0,0.0,581429207.0,4130911.0,Underworld-B,5359161.0,3004.0,0.0,0.0,0.0,800748.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,565070.0,565070.0,0.0,0.0,0.0,203812.0,Spawn,1132341.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
94195.2,0.0,0.0,653.0,0.0,0.0,0.0,511, 56, 0, 0, 0, 0, 97, 0, 98, 0, 200, 12, 6, 106, 14, 0, 0, 0, 34,6.0,0.0,0.0,0.0,0.0,68923162.0,34119161.0,2973851.0,0.0,7114629.0,299961.0,Town,181380.0,93.0,2.020072005873767,0.08716073059358054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,1068340.0,0.0,0.0,0.0,0.0,32901.0,Spawn,7285821.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27000.0,0.0,0.0,0.0,0.0,0.0,0.0,54, 24, 0, 0, 0, 0, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12,0.0,0.0,0.0,0.0,0.0,17875749.0,4300148.0,0.0,0.0,1057342.0,4224432.0,Town,1898781.0,19.0,4.157007851822774,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
217.6,0.0,0.0,1037.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,541465.0,0.0,0.0,0.0,0.0,272803.0,Spawn,7094481.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,186736.0,186736.0,186736.0,0.0,0.0,186736.0,Spawn,91620.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,395209.0,395209.0,0.0,0.0,0.0,395209.0,Spawn,885561.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
611368.39,1969496.0,171711.0,128.0,0.0,0.0,0.0,1671, 113, 0, 46, 0, 0, 144, 88, 636, 0, 482, 64, 76, 273, 91, 0, 0, 0, 7,12.0,0.0,0.0,0.0,0.0,541259488.0,0.0,0.0,0.0,64315670.0,24989.0,Town,3608901.0,1408.0,0.0,0.0,0.0,1010774.9500000001,0.0,0.0,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,443851.0,0.0,0.0,0.0,0.0,153854.0,Spawn,8049441.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,27725.0,0.0,0.0,0.0,0.0,27725.0,Spawn,7855701.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,124908.0,124908.0,124908.0,0.0,0.0,124908.0,Spawn,104820.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6387713.76,4609943.0,1949271.0,55.0,0.0,0.0,0.0,7944, 370, 314, 0, 76, 0, 627, 1218, 2789, 0, 1743, 59, 638, 901, 612, 0, 0, 1, 135,89.0,0.0,4.0,0.0,0.0,4131830345.0,0.0,0.0,0.0,2292427471.0,18110798.0,Underworld-B,3716361.0,2929.0,0.0,0.0,0.0,991421.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
949207.75,6450923.0,1258671.0,41.0,0.0,42.0,0.0,6781, 936, 2, 0, 434, 0, 126, 459, 3189, 0, 688, 2, 230, 345, 937, 0, 0, 1, 7,0.0,0.0,3.0,0.0,6.0,1278908119.0,16820708.0,0.0,0.0,182585209.0,1182114.0,Underworld-B,801741.0,3357.0,76.03176507195774,0.0,0.0,17838259.39,0.0,0.0,1.0,19.0,3.0,0.0,117.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14, 6, 0, 0, 0, 0, 1, 0, 1, 0, 5, 0, 0, 2, 0, 0, 0, 0, 1,0.0,0.0,0.0,0.0,0.0,1068449.0,0.0,0.0,0.0,0.0,852227.0,Town,7529001.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,72019.0,72019.0,72019.0,0.0,0.0,72019.0,Spawn,199740.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
103574.26,0.0,0.0,842.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,5.0,4300421.0,4300421.0,0.0,0.0,484825.0,656970.0,Spawn,764601.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10010.54,0.0,0.0,1195.0,0.0,0.0,0.0,29, 8, 0, 0, 1, 0, 2, 0, 2, 0, 14, 0, 0, 7, 2, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,2865337.0,2865337.0,2865337.0,0.0,0.0,1047767.0,Town,456261.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,5.0,0.0,0.0,1920824.0,1586525.0,11473.0,0.0,0.0,11473.0,Spawn,172860.0,10.0,1.21071146058209,0.007231528025086273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0
28000.09,0.0,0.0,767.0,0.0,0.0,0.0,77, 0, 0, 0, 0, 0, 6, 0, 67, 0, 3, 0, 0, 1, 0, 0, 0, 0, 1,4.0,0.0,0.0,0.0,6.0,25165783.0,25165783.0,25165783.0,0.0,2358406.0,32019.0,Town,126360.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,90920.0,0.0,0.0,0.0,0.0,90920.0,Spawn,7442661.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
187790.07,0.0,0.0,0.0,0.0,0.0,0.0,45, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0,0.0,1.0,0.0,0.0,0.0,6446647.0,6446647.0,0.0,0.0,0.0,478353.0,Spawn,731181.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5464791.63,3222840.0,1663480.0,95.0,0.0,0.0,0.0,3459, 61, 41, 69, 3, 0, 137, 440, 1832, 0, 712, 3, 221, 357, 149, 0, 0, 0, 12,39.0,0.0,0.0,0.0,7.0,492371899.0,2070786.0,0.0,0.0,70142510.0,1095587.0,Town,1676781.0,1338.0,237.77053688792566,0.0,0.0,1224817.96,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1246047710.22,31957250.0,12287238.0,9.0,0.0,0.0,0.0,14057, 862, 3, 13, 27, 0, 476, 1005, 8962, 72, 1194, 121, 563, 657, 1219, 0, 0, 6, 97,143.0,0.0,4.0,1.0,61.0,10373405361.0,1584781616.0,284604181.0,74196655.0,8497076138.0,8433693.0,Underworld-B,119880.0,4852.0,6.545637112564789,0.17958574110566916,0.26070121225661125,1200769523.63,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,205618.0,0.0,0.0,0.0,0.0,38409.0,Spawn,7899561.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
527585.43,0.0,0.0,363.0,0.0,0.0,0.0,660, 77, 0, 0, 0, 0, 25, 37, 63, 0, 241, 6, 21, 123, 210, 0, 0, 0, 1,8.0,0.0,0.0,0.0,17.0,52703044.0,52703044.0,0.0,0.0,13544729.0,197766.0,Town,1198281.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,50, 1, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 21, 7, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,1013834.0,0.0,0.0,0.0,0.0,64344.0,Town,6927561.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
742332.09,0.0,0.0,161.0,0.0,0.0,0.0,3219, 321, 31, 191, 0, 0, 202, 50, 750, 0, 990, 329, 189, 659, 341, 0, 0, 1, 13,11.0,0.0,0.0,0.0,15.0,494186038.0,376859636.0,149574134.0,21504386.0,69480398.0,110530.0,Town,83460.0,272.0,1.3113265279489894,0.39689613774397425,0.1437707538390294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
967.47,0.0,0.0,19.0,0.0,0.0,0.0,8301, 968, 88, 20, 177, 0, 218, 660, 2803, 0, 2295, 109, 384, 1202, 958, 0, 4, 1, 0,143.0,0.0,4.0,0.0,0.0,2838355664.0,830564.0,0.0,0.0,1772569461.0,493553.0,Underworld-A,1125561.0,5210.0,3417.3834454659727,0.0,0.0,672000.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
6685.85,0.0,0.0,204.0,0.0,0.0,0.0,1783, 244, 0, 27, 35, 0, 136, 117, 263, 0, 671, 15, 66, 343, 216, 0, 0, 10, 49,9.0,0.0,0.0,0.0,0.0,323790013.0,0.0,0.0,0.0,52522313.0,805827.0,Underworld-A,7075641.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,120804.0,0.0,0.0,0.0,0.0,1657.0,Spawn,7512561.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17500.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,241533.0,0.0,0.0,0.0,0.0,3161.0,Spawn,6551301.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
91.41,0.0,0.0,1139.0,0.0,0.0,0.0,10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,2232473.0,2232473.0,2232473.0,0.0,1262531.0,1146667.0,Town,488541.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,201210.0,201210.0,201210.0,0.0,0.0,201210.0,Spawn,593781.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
826.82,0.0,0.0,976.0,0.0,0.0,0.0,175, 0, 0, 0, 0, 0, 7, 1, 35, 0, 131, 0, 0, 65, 1, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,3038495.0,0.0,0.0,0.0,0.0,320226.0,Underworld-A,6167601.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13107.91,21250.0,8882.0,576.0,0.0,0.0,0.0,706, 77, 0, 0, 2, 0, 75, 0, 152, 0, 259, 15, 7, 137, 58, 0, 0, 1, 67,4.0,0.0,2.0,0.0,0.0,227376485.0,341224.0,341224.0,341224.0,91729278.0,300778.0,Town,145860.0,123.0,666.3554878906525,1.0,1.0,7632.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,6953776.0,0.0,0.0,0.0,5584272.0,69845.0,Spawn,5355621.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
107302.95,0.0,0.0,307.0,0.0,0.0,0.0,639, 34, 0, 17, 1, 0, 75, 0, 309, 0, 165, 4, 2, 84, 15, 0, 0, 0, 19,8.0,0.0,3.0,0.0,64.0,86977801.0,86893507.0,0.0,0.0,29336420.0,2709381.0,Town,722481.0,104.0,1.0009700839902802,0.0,0.0,107302.95,0.0,0.0,307.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,2.0
246749.8,0.0,0.0,381.0,0.0,0.0,0.0,95, 6, 0, 0, 3, 0, 5, 0, 55, 0, 1, 0, 0, 0, 0, 0, 0, 0, 25,7.0,0.0,0.0,0.0,0.0,18273392.0,0.0,0.0,0.0,0.0,701873.0,Spawn,7257561.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3660.85,0.0,0.0,1175.0,0.0,0.0,0.0,26, 4, 0, 0, 0, 0, 10, 0, 2, 0, 6, 0, 0, 3, 4, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,7774584.0,7774584.0,0.0,0.0,475033.0,1205871.0,Town,678921.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,606970.0,0.0,0.0,0.0,0.0,54429.0,Town,7761741.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,299706.0,0.0,0.0,0.0,0.0,71607.0,Spawn,8018601.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,36466.0,36466.0,36466.0,0.0,0.0,36466.0,Spawn,90300.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,300326.0,0.0,0.0,0.0,0.0,117129.0,Spawn,7899621.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,79853.0,0.0,0.0,0.0,0.0,21.0,Spawn,7558701.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,478019.0,0.0,0.0,0.0,0.0,478019.0,Spawn,7899441.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,21754.0,21754.0,0.0,0.0,0.0,21754.0,Spawn,795141.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
119571.87,0.0,0.0,883.0,0.0,0.0,0.0,356, 2, 0, 0, 4, 0, 56, 0, 108, 0, 172, 2, 1, 87, 10, 0, 0, 0, 2,4.0,0.0,0.0,0.0,0.0,33281765.0,572656.0,572656.0,0.0,4945191.0,439260.0,Town,94500.0,40.0,58.1182507473946,1.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
474375.69,0.0,0.0,484.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,5.0,0.0,0.0,3414077.0,0.0,0.0,0.0,226008.0,2329290.0,Spawn,6571401.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21002.08,0.0,0.0,296.0,0.0,0.0,0.0,269, 58, 0, 0, 0, 0, 31, 0, 40, 0, 137, 0, 0, 68, 2, 0, 0, 0, 1,7.0,0.0,0.0,0.0,0.0,56140140.0,251057.0,251057.0,251057.0,2798237.0,96736.0,Town,160980.0,55.0,223.61511529254312,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,484087.0,484087.0,484087.0,0.0,0.0,484087.0,Spawn,433521.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,173586.0,0.0,0.0,0.0,0.0,124867.0,Town,7758081.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4848339.54,8237476.0,2549628.0,24.0,28.0,6.0,0.0,15601, 2939, 84, 573, 17, 0, 381, 1326, 4864, 904, 2068, 54, 690, 1061, 2199, 0, 0, 2, 190,143.0,143.0,4.0,1.0,0.0,5069301810.0,125022514.0,123750583.0,12096208.0,2583146421.0,12096208.0,Underworld-B,159420.0,5423.0,40.54711145866096,0.9898263843902547,0.09774667485808936,4594881.05,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,210487.0,210487.0,0.0,0.0,0.0,8693.0,Spawn,949401.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6059215.8,1992292.0,764451.0,39.0,0.0,59.0,0.0,8524, 759, 397, 1, 35, 0, 304, 285, 4178, 38, 1700, 59, 172, 879, 731, 0, 0, 2, 35,143.0,0.0,4.0,0.0,7.0,6963080176.0,76570591.0,34578658.0,0.0,6022699891.0,10667.0,Underworld-A,101760.0,5145.0,90.93674327262278,0.4515918912001084,0.0,1997555.33,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0
8608.7,0.0,0.0,1082.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,558076.0,0.0,0.0,0.0,0.0,558076.0,Spawn,7710861.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.72,0.0,0.0,301.0,0.0,0.0,0.0,1360, 87, 0, 0, 22, 0, 124, 0, 457, 0, 572, 47, 23, 309, 8, 0, 0, 0, 43,8.0,0.0,0.0,0.0,0.0,382380659.0,0.0,0.0,0.0,100274323.0,4304.0,Underworld-A,6170661.0,361.0,0.0,0.0,0.0,2220.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4781035.54,6050280.0,2734000.0,44.0,13.0,0.0,0.0,12978, 2338, 632, 369, 1142, 0, 289, 1064, 3102, 9, 1849, 326, 695, 1087, 1318, 0, 0, 402, 138,104.0,0.0,5.0,1.0,150.0,2805899838.0,979938757.0,262537200.0,43423694.0,1331343605.0,1845082.0,Underworld-A,97860.0,3991.0,2.8633420384249586,0.2679118446174489,0.16540015662542298,432101.96999999974,0.0,0.0,23.0,13.0,0.0,0.0,56.0,0.0,0.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,17531.0,17531.0,17531.0,0.0,0.0,17531.0,Spawn,110700.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,261744.0,0.0,0.0,0.0,0.0,261744.0,Spawn,7381881.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
