balance,lw_rev_total,lw_rev_phase,leaderboard_position_chems_all,leaderboard_position_chems_week,leaderboard_position_police_all,leaderboard_position_police_week,mcmmo_power_level,mcmmo_skill_ACROBATICS,mcmmo_skill_ALCHEMY,mcmmo_skill_ARCHERY,mcmmo_skill_AXES,mcmmo_skill_CROSSBOWS,mcmmo_skill_EXCAVATION,mcmmo_skill_FISHING,mcmmo_skill_HERBALISM,mcmmo_skill_MACES,mcmmo_skill_MINING,mcmmo_skill_REPAIR,mcmmo_skill_SALVAGE,mcmmo_skill_SMELTING,mcmmo_skill_SWORDS,mcmmo_skill_TAMING,mcmmo_skill_TRIDENTS,mcmmo_skill_UNARMED,mcmmo_skill_WOODCUTTING,chemrank,policerank,donorrank,goldrank,current_month_votes,plan_player_time_total_raw,plan_player_time_month_raw,plan_player_time_week_raw,plan_player_time_day_raw,plan_player_time_afk_raw,plan_player_latest_session_length_raw,plan_player_favorite_server,plan_player_lastseen,plan_player_sessions_count,plan_player_relativePlaytime_totalmonth,plan_player_relativePlaytime_weekmonth,plan_player_relativePlaytime_dayweek,balance_change,lw_rev_total_change,lw_rev_phase_change,leaderboard_position_chems_all_change,leaderboard_position_chems_week_change,leaderboard_position_police_all_change,leaderboard_position_police_week_change,chemrank_change,policerank_change,donorrank_change,goldrank_change,churn
41500.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,5.0,0.0,0.0,678224.0,678224.0,678224.0,0.0,0.0,88148.0,Spawn,256740.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
443565.93,95938.0,95938.0,84.0,0.0,0.0,0.0,4018, 285, 68, 12, 113, 0, 106, 156, 1848, 0, 891, 64, 110, 477, 436, 0, 0, 39, 0,45.0,0.0,0.0,1.0,54.0,3322198569.0,318126442.0,226373848.0,0.0,2798865711.0,24935527.0,Underworld-A,173100.0,1412.0,10.443012998586266,0.7115845089041671,0.0,385387.23,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,17570.0,17570.0,0.0,0.0,0.0,17570.0,Spawn,1116009.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
14500.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,500324.0,7145.0,0.0,0.0,253944.0,7145.0,Spawn,1939929.0,2.0,70.02435269419175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1634103.93,0.0,0.0,63.0,9.0,0.0,0.0,3217, 204, 146, 0, 33, 0, 187, 0, 1003, 0, 1163, 110, 55, 636, 245, 0, 0, 2, 124,38.0,0.0,0.0,0.0,101.0,416197536.0,416197536.0,122831180.0,3600016.0,68108814.0,1543849.0,Underworld-A,166500.0,1559.0,1.0,0.2951271196377289,0.029308649481345046,1560431.43,0.0,0.0,8.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,1009420.0,1009420.0,1009420.0,0.0,0.0,30928.0,Spawn,301620.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,20135.0,0.0,0.0,0.0,0.0,10505.0,Spawn,3372909.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,181044.0,0.0,0.0,0.0,0.0,52599.0,Town,2711649.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
129835.24,1555651.0,1420706.0,180.0,0.0,0.0,0.0,647, 37, 0, 0, 53, 0, 38, 84, 168, 0, 212, 2, 43, 107, 25, 0, 0, 0, 28,11.0,0.0,0.0,0.0,0.0,155059884.0,0.0,0.0,0.0,82705405.0,105692.0,Underworld-A,2782689.0,167.0,0.0,0.0,0.0,2087.9999999999854,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43919396.89,2876393.0,2440366.0,55.0,0.0,0.0,0.0,7724, 237, 0, 88, 190, 0, 386, 1229, 2002, 0, 1861, 1288, 1258, 1574, 350, 0, 0, 11, 82,91.0,0.0,1.0,0.0,49.0,1457577593.0,294209393.0,8483716.0,0.0,169428111.0,836255.0,Underworld-B,207600.0,3688.0,4.954218416133301,0.028835639520183504,0.0,588794.6899999976,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,108957.0,108957.0,108957.0,0.0,0.0,108957.0,Spawn,550929.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4545108.63,0.0,0.0,41.0,0.0,0.0,0.0,8549, 302, 13, 289, 3, 0, 1077, 1096, 3327, 0, 1509, 421, 758, 965, 365, 0, 90, 1, 56,104.0,0.0,5.0,1.0,0.0,1458960544.0,5200337.0,0.0,0.0,431350002.0,598125.0,Underworld-A,2185749.0,1707.0,280.55115351178205,0.0,0.0,8556.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6920081.46,1150848.0,1150848.0,12.0,48.0,0.0,0.0,7986, 1187, 0, 108, 24, 0, 393, 1264, 2243, 293, 1501, 65, 664, 783, 906, 0, 1, 1, 0,143.0,0.0,4.0,0.0,0.0,2076795506.0,5000061.0,3878286.0,1062121.0,706166164.0,110773.0,Underworld-B,98100.0,2761.0,415.35403388078663,0.7756477370976074,0.273863505682665,843345.29,0.0,0.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
36043.11,16509.0,16509.0,627.0,0.0,0.0,0.0,13, 0, 0, 0, 0, 0, 5, 7, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,3431656.0,387438.0,387438.0,0.0,0.0,1988.0,Underworld-B,186960.0,16.0,8.857303620192134,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,219053.0,219053.0,0.0,0.0,0.0,44397.0,Spawn,1151649.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4000.0,0.0,0.0,0.0,0.0,0.0,0.0,5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,1357035.0,170971.0,0.0,0.0,0.0,170971.0,Spawn,803109.0,15.0,7.937223271782934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,111920.0,111920.0,0.0,0.0,0.0,39815.0,Spawn,1004649.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1863.37,7200.0,7200.0,0.0,0.0,0.0,0.0,1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,2345616.0,0.0,0.0,0.0,290174.0,129080.0,Spawn,2740929.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1189801.04,92000.0,0.0,408.0,0.0,0.0,0.0,428, 151, 0, 0, 17, 0, 1, 0, 161, 0, 48, 1, 0, 24, 46, 0, 0, 2, 1,7.0,0.0,0.0,0.0,14.0,67416418.0,18327285.0,0.0,0.0,1145949.0,86470.0,Town,984309.0,83.0,3.678472725229078,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
11157.0,0.0,0.0,0.0,0.0,0.0,0.0,31, 1, 0, 0, 0, 0, 3, 0, 2, 0, 25, 0, 0, 12, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,3648204.0,121752.0,121752.0,0.0,0.0,5208.0,Town,537789.0,13.0,29.964222353636902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
265.38,0.0,0.0,802.0,0.0,0.0,0.0,25, 7, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 6, 4, 0, 0, 0, 0,0.0,0.0,0.0,0.0,6.0,11426510.0,11426510.0,11426510.0,0.0,7063891.0,7408911.0,Spawn,286140.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,197850.0,0.0,0.0,0.0,0.0,197850.0,Spawn,3303129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,118010.0,0.0,0.0,0.0,0.0,118010.0,Spawn,3296949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29857.78,0.0,0.0,53.0,0.0,0.0,0.0,6541, 225, 0, 0, 8, 0, 455, 0, 4463, 0, 1143, 164, 82, 653, 79, 0, 0, 1, 3,91.0,0.0,5.0,0.0,20.0,2652113039.0,67413125.0,11864907.0,0.0,1690314892.0,11864907.0,Underworld-B,340740.0,1447.0,39.34119711851364,0.1760029222796006,0.0,356418.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
20999.1,0.0,0.0,364.0,35.0,0.0,0.0,542, 102, 0, 0, 7, 0, 49, 0, 239, 0, 98, 0, 0, 49, 1, 13, 0, 0, 33,8.0,0.0,0.0,0.0,1.0,148441478.0,148441478.0,48175610.0,5715626.0,47649476.0,39499.0,Town,88380.0,101.0,1.0,0.32454278042152074,0.11864148684365387,64619.450000000004,0.0,0.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,4.0,0.0,0.0,230941.0,230941.0,0.0,0.0,0.0,165306.0,Spawn,2502789.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12800.0,0.0,0.0,0.0,0.0,0.0,0.0,85, 26, 0, 0, 0, 0, 18, 0, 2, 0, 20, 0, 0, 10, 6, 0, 0, 0, 13,4.0,0.0,0.0,0.0,0.0,8054327.0,8054327.0,0.0,0.0,870849.0,1516607.0,Town,1177389.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2194675.77,0.0,0.0,252.0,0.0,0.0,0.0,1780, 269, 0, 31, 39, 0, 77, 391, 125, 0, 709, 3, 197, 356, 135, 0, 0, 1, 0,0.0,0.0,5.0,1.0,0.0,509597416.0,122142.0,0.0,0.0,383232993.0,20668.0,Spawn,839109.0,283.0,4172.171865533559,0.0,0.0,6060.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
15694669.89,1914094.0,534344.0,681.0,0.0,54.0,0.0,38, 5, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 14, 5, 0, 0, 0, 0,11.0,0.0,5.0,1.0,56.0,556853862.0,30553319.0,0.0,0.0,515619914.0,27040109.0,Spawn,1564569.0,233.0,18.225642261647582,0.0,0.0,6060.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,185539.0,0.0,0.0,0.0,0.0,54013.0,Spawn,3346149.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35534.0,0.0,0.0,0.0,0.0,0.0,0.0,22, 0, 0, 0, 1, 0, 2, 4, 0, 0, 9, 0, 2, 4, 5, 0, 0, 0, 1,0.0,0.0,0.0,0.0,6.0,2399206.0,2399206.0,0.0,0.0,0.0,165623.0,Spawn,1144089.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
155050.34,0.0,0.0,0.0,0.0,0.0,0.0,251, 5, 0, 0, 3, 0, 18, 0, 0, 0, 116, 1, 0, 58, 93, 0, 0, 0, 15,2.0,0.0,0.0,0.0,1.0,11834884.0,11834884.0,11834884.0,10581136.0,205457.0,1130463.0,Town,157260.0,10.0,1.0,1.0,0.8940633469664764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
360.4,0.0,0.0,772.0,47.0,0.0,0.0,20, 11, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 2, 3, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,8225783.0,8225783.0,8225783.0,0.0,0.0,1650750.0,Spawn,309120.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
9137781.83,4917969.0,1146207.0,44.0,42.0,0.0,0.0,15741, 2257, 8, 268, 549, 0, 1119, 635, 5316, 682, 2107, 193, 414, 1150, 2191, 0, 0, 1, 415,143.0,0.0,5.0,1.0,117.0,11476753311.0,2223419905.0,459598985.0,85446378.0,10371844533.0,42714055.0,Underworld-B,108480.0,3118.0,5.161757023579403,0.20670813640125255,0.18591507115708708,4350656.9,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2472911.13,1169077.0,560876.0,165.0,24.0,0.0,0.0,975, 66, 39, 16, 1, 0, 71, 45, 388, 0, 229, 14, 29, 121, 66, 0, 0, 0, 40,22.0,0.0,1.0,0.0,121.0,197910689.0,34095831.0,6044563.0,355823.0,9863932.0,355823.0,Spawn,161340.0,514.0,5.804542174085741,0.17728158612705466,0.0588666211271187,1702475.42,0.0,0.0,0.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
174093.29,9600.0,9600.0,205.0,0.0,0.0,0.0,716, 101, 0, 0, 5, 0, 113, 0, 80, 0, 371, 2, 1, 186, 42, 0, 0, 1, 1,8.0,0.0,0.0,0.0,0.0,575399325.0,553297474.0,0.0,0.0,452330293.0,50820.0,Underworld-A,1447509.0,261.0,1.0399456929384066,0.0,0.0,1308.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,8270.0,8270.0,0.0,0.0,0.0,8270.0,Spawn,1126869.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
522.13,0.0,0.0,0.0,0.0,0.0,0.0,16, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2,0.0,0.0,0.0,0.0,0.0,717100.0,0.0,0.0,0.0,0.0,193693.0,Spawn,3210849.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328737.66,0.0,0.0,241.0,36.0,0.0,0.0,424, 8, 0, 0, 0, 0, 8, 0, 263, 0, 138, 1, 0, 69, 4, 0, 1, 0, 1,5.0,0.0,0.0,0.0,0.0,441196752.0,441196752.0,169206397.0,0.0,176770840.0,26052922.0,Underworld-A,328140.0,191.0,1.0,0.3835168691359722,0.0,17976.81999999995,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1014293.51,2610098.0,1078396.0,128.0,0.0,0.0,0.0,2814, 362, 0, 0, 2, 0, 317, 199, 1131, 0, 439, 4, 101, 221, 279, 21, 0, 1, 59,23.0,0.0,2.0,0.0,21.0,702948382.0,49571936.0,0.0,0.0,216022243.0,1430765.0,Town,963909.0,687.0,14.180369755984515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1232895.04,793352.0,111560.0,0.0,0.0,0.0,0.0,158, 40, 0, 0, 0, 0, 54, 0, 21, 0, 2, 0, 0, 1, 19, 0, 0, 0, 22,0.0,0.0,0.0,0.0,0.0,161523857.0,44284.0,0.0,0.0,6778138.0,44284.0,Town,2248809.0,119.0,3647.4540917712943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1618908.1,63720.0,0.0,87.0,0.0,0.0,0.0,5269, 794, 761, 445, 235, 0, 377, 168, 106, 0, 1162, 81, 124, 621, 1074, 0, 0, 5, 61,11.0,0.0,0.0,0.0,74.0,699320871.0,572284846.0,912410.0,0.0,82150123.0,87194.0,Underworld-A,272460.0,1526.0,1.2219804104335832,0.0015943284299371435,0.0,11033.930000000168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12, 11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,2.0,0.0,0.0,0.0,0.0,1262586.0,0.0,0.0,0.0,0.0,706636.0,Town,2863809.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
67725239.85,55000.0,0.0,34.0,0.0,0.0,0.0,17807, 3804, 246, 506, 602, 103, 353, 700, 4282, 1073, 1965, 379, 539, 1172, 2644, 626, 264, 128, 132,143.0,0.0,5.0,0.0,0.0,12234254995.0,2367308126.0,539808383.0,82340596.0,11163781919.0,6962622.0,Underworld-A,93360.0,3589.0,5.168002787905777,0.22802624511415207,0.15253671227258433,8023217.510000005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
686757.72,0.0,0.0,481.0,0.0,0.0,0.0,579, 22, 0, 0, 2, 0, 60, 0, 234, 0, 182, 1, 0, 91, 42, 0, 0, 0, 36,7.0,0.0,0.0,0.0,35.0,265299994.0,265299994.0,0.0,0.0,172760485.0,43773483.0,Town,687189.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
850917.97,0.0,0.0,236.0,14.0,0.0,0.0,120, 32, 0, 0, 0, 0, 1, 0, 0, 0, 77, 0, 0, 38, 6, 0, 0, 2, 2,9.0,0.0,0.0,0.0,7.0,65134773.0,65134773.0,62818664.0,0.0,10506388.0,146767.0,Spawn,241920.0,54.0,1.0,0.9644412823853704,0.0,840845.5499999999,0.0,0.0,236.0,14.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0
39101.96,23.0,23.0,993.0,0.0,0.0,0.0,26, 9, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 4,2.0,0.0,0.0,0.0,0.0,3191286.0,0.0,0.0,0.0,328975.0,8380.0,Town,2793729.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,88674.0,0.0,0.0,0.0,0.0,88674.0,Spawn,2874669.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,97594.0,0.0,0.0,0.0,0.0,5463.0,Spawn,3345429.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9000.0,0.0,0.0,0.0,0.0,0.0,0.0,14, 0, 0, 0, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 4, 0, 0, 0, 4,0.0,0.0,0.0,0.0,0.0,1539582.0,0.0,0.0,0.0,0.0,973580.0,Town,3009909.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19166431.56,0.0,0.0,88.0,0.0,0.0,0.0,6029, 1436, 0, 202, 463, 0, 334, 603, 555, 0, 1019, 34, 318, 526, 1345, 0, 0, 17, 21,26.0,0.0,2.0,1.0,0.0,915878021.0,297336.0,0.0,0.0,473807969.0,128073.0,Spawn,1032309.0,740.0,3080.2796196895097,0.0,0.0,13824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,4522.0,4522.0,0.0,0.0,0.0,4522.0,Spawn,1087269.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
6000.0,0.0,0.0,0.0,0.0,0.0,0.0,16, 11, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,4016820.0,0.0,0.0,0.0,584355.0,507365.0,Town,3286869.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128310.17,0.0,0.0,641.0,0.0,0.0,0.0,46, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,5.0,0.0,0.0,0.0,0.0,8561285.0,8561285.0,0.0,0.0,885567.0,110827.0,Town,2233869.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22160.43,0.0,0.0,0.0,0.0,0.0,0.0,31, 3, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 0, 3, 17, 0, 0, 0, 4,3.0,0.0,0.0,0.0,0.0,3094229.0,68236.0,0.0,0.0,0.0,59453.0,Town,2528829.0,20.0,45.34599038630635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,678514.0,0.0,0.0,0.0,0.0,207593.0,Spawn,2784669.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94569.89,2200.0,2200.0,441.0,0.0,0.0,0.0,189, 20, 0, 0, 0, 0, 24, 0, 59, 0, 76, 2, 1, 39, 3, 0, 0, 0, 5,5.0,0.0,0.0,0.0,0.0,29100959.0,0.0,0.0,0.0,5118701.0,140389.0,Town,2723949.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,1503638.0,0.0,0.0,0.0,0.0,1429957.0,Town,2698269.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
133185.97,0.0,0.0,804.0,0.0,0.0,0.0,6, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0,0.0,4.0,0.0,0.0,0.0,7745621.0,7745621.0,0.0,0.0,3427131.0,254365.0,Spawn,1638849.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,231931.0,231931.0,231931.0,231931.0,0.0,109310.0,Spawn,250440.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0.0,0.0,0.0,0.0,0.0,714632.0,714632.0,714632.0,0.0,0.0,300971.0,Spawn,269880.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
515431.94,0.0,0.0,424.0,0.0,46.0,3.0,66, 35, 0, 0, 0, 0, 0, 2, 18, 0, 0, 0, 1, 0, 10, 1, 0, 0, 0,0.0,7.0,3.0,0.0,0.0,1550609825.0,232858278.0,76130905.0,12051135.0,1433452885.0,95478.0,Underworld-A,105840.0,399.0,6.659028136418668,0.32694094302286303,0.15829491321559885,180047.71000000002,0.0,0.0,10.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0
